seriesKey,seriesName,x,yLeft_1,yLeft_2,yRight_1,yRight_2,yRight_3
70448,Westgate UCC,4074022,47,53,3,3,1
70448,Westgate UCC,4074023,37,55,4,4,0
70448,Westgate UCC,4074024,42,58,5,5,1
70448,Westgate UCC,4074025,40,58,4,4,2
70448,Westgate UCC,4074026,48,53,2,2,1
70448,Westgate UCC,4074027,59,64,2,2,0
70448,Westgate UCC,4074028,59,64,2,2,0
70448,Westgate UCC,4074029,55,60,3,3,0
70448,Westgate UCC,4074030,55,60,3,3,0
70448,Westgate UCC,4074031,50,55,4,4,1
70448,Westgate UCC,4074032,45,49,3,3,1
70448,Westgate UCC,4074033,35,39,3,3,0
70448,Westgate UCC,4074034,35,39,3,3,2
70448,Westgate UCC,4074035,28,33,3,3,1
70448,Westgate UCC,4074036,30,35,2,2,0
70448,Westgate UCC,4074037,39,44,4,4,1
70448,Westgate UCC,4074038,48,53,4,4,0
70448,Westgate UCC,4074039,51,55,5,5,0
70448,Westgate UCC,4074040,51,55,5,5,1
70448,Westgate UCC,4074041,53,58,5,5,1
70448,Westgate UCC,4074042,59,63,5,5,0
70448,Westgate UCC,4074043,60,65,6,6,2
70448,Westgate UCC,4074044,66,72,5,5,0
70448,Westgate UCC,4074045,66,72,5,5,1
70448,Westgate UCC,4074046,67,74,4,4,0
70448,Westgate UCC,4074047,67,74,4,4,1
70448,Westgate UCC,4074048,64,70,4,4,0
70448,Westgate UCC,4074049,63,68,5,5,1
70448,Westgate UCC,4074050,61,66,4,4,1
70448,Westgate UCC,4074051,51,58,5,5,1
70448,Westgate UCC,4074052,46,53,4,4,1
70448,Westgate UCC,4074053,46,56,3,3,1
70448,Westgate UCC,4074054,62,66,2,2,0
70448,Westgate UCC,4074055,49,53,3,3,1
70448,Westgate UCC,4074056,45,47,2,2,0
70448,Westgate UCC,4074057,35,38,3,3,1
70448,Westgate UCC,4074058,21,23,2,2,2
70448,Westgate UCC,4074059,21,26,1,1,0
70448,Westgate UCC,4074060,31,39,3,3,0
70448,Westgate UCC,4074061,37,44,5,5,1
70448,Westgate UCC,4074062,73,79,5,5,0
70448,Westgate UCC,4074063,71,77,6,6,1
70448,Westgate UCC,4074064,73,80,6,6,1
70448,Westgate UCC,4074065,80,88,5,5,1
70448,Westgate UCC,4074066,81,88,5,5,1
70448,Westgate UCC,4074067,82,89,5,5,0
70448,Westgate UCC,4074068,77,87,6,6,1
70448,Westgate UCC,4074069,83,91,5,5,1
70448,Westgate UCC,4074070,89,97,4,4,0
70448,Westgate UCC,4074071,81,88,5,5,1
70448,Westgate UCC,4074072,89,98,4,4,0
70448,Westgate UCC,4074073,89,98,4,4,2
70448,Westgate UCC,4074074,125,129,2,2,0
70448,Westgate UCC,4074075,88,94,3,3,0
70448,Westgate UCC,4074076,88,94,3,3,1
70448,Westgate UCC,4074077,109,114,2,2,1
70448,Westgate UCC,4074078,102,105,2,2,1
70448,Westgate UCC,4074079,107,113,2,2,0
70448,Westgate UCC,4074080,107,113,2,2,0
70448,Westgate UCC,4074081,107,113,2,2,1
70448,Westgate UCC,4074082,202,205,1,1,1
70448,Westgate UCC,4074113,12,17,1,1,0
70448,Westgate UCC,4074114,11,14,3,3,1
70448,Westgate UCC,4074115,10,12,2,2,2
70448,Westgate UCC,4074116,26,28,2,2,0
70448,Westgate UCC,4074117,29,33,3,3,1
70448,Westgate UCC,4074118,39,45,2,2,0
70448,Westgate UCC,4074119,39,45,2,2,0
70448,Westgate UCC,4074120,35,39,4,4,1
70448,Westgate UCC,4074121,36,39,4,4,1
70448,Westgate UCC,4074122,34,36,3,3,0
70448,Westgate UCC,4074123,34,36,3,3,2
70448,Westgate UCC,4074124,37,39,2,2,0
70448,Westgate UCC,4074125,37,39,2,2,1
70448,Westgate UCC,4074126,34,38,1,1,0
70448,Westgate UCC,4074127,34,38,1,1,1
70448,Westgate UCC,4074129,11,11,1,1,0
70448,Westgate UCC,4074130,11,11,1,1,1
70448,Westgate UCC,4074135,16,22,1,1,0
70448,Westgate UCC,4074136,16,22,1,1,0
70448,Westgate UCC,4074137,16,22,1,1,1
70448,Westgate UCC,4074138,14,16,1,1,0
70448,Westgate UCC,4074139,14,16,1,1,1
70448,Westgate UCC,4074142,7,13,1,1,1
70448,Westgate UCC,4074145,9,10,1,1,0
70448,Westgate UCC,4074146,12,21,3,3,1
70448,Westgate UCC,4074147,14,26,2,2,1
70448,Westgate UCC,4074148,29,38,2,2,0
70448,Westgate UCC,4074149,25,37,3,3,1
70448,Westgate UCC,4074150,25,36,2,2,1
70448,Westgate UCC,4074151,34,37,1,1,1
70448,Westgate UCC,4074152,47,55,1,1,0
70448,Westgate UCC,4074153,50,56,2,2,0
70448,Westgate UCC,4074154,51,58,3,3,0
70448,Westgate UCC,4074155,51,58,3,3,0
70448,Westgate UCC,4074156,51,58,3,3,0
70448,Westgate UCC,4074157,52,58,4,4,1
70448,Westgate UCC,4074158,60,64,4,4,1
70448,Westgate UCC,4074159,61,65,4,4,1
70448,Westgate UCC,4074160,66,69,4,4,0
70448,Westgate UCC,4074161,66,69,4,4,0
70448,Westgate UCC,4074162,66,69,6,6,0
70448,Westgate UCC,4074163,67,71,7,7,1
70448,Westgate UCC,4074164,71,75,7,7,0
70448,Westgate UCC,4074165,71,75,7,7,1
70448,Westgate UCC,4074166,64,77,7,7,1
70448,Westgate UCC,4074167,62,77,6,6,1
70448,Westgate UCC,4074168,72,76,5,5,2
70448,Westgate UCC,4074169,75,79,3,3,1
70448,Westgate UCC,4074170,63,68,3,3,0
70448,Westgate UCC,4074171,62,67,4,4,1
70448,Westgate UCC,4074172,58,63,3,3,1
70448,Westgate UCC,4074173,47,52,2,2,0
70448,Westgate UCC,4074174,47,52,2,2,1
70448,Westgate UCC,4074175,46,50,2,2,0
70448,Westgate UCC,4074176,46,50,2,2,0
70448,Westgate UCC,4074177,37,43,3,3,1
70448,Westgate UCC,4074178,26,31,3,3,1
70448,Westgate UCC,4074179,23,29,2,2,1
70448,Westgate UCC,4074180,27,28,1,1,0
70448,Westgate UCC,4074181,27,28,1,1,1
70448,Westgate UCC,4074182,11,16,2,2,0
70448,Westgate UCC,4074183,11,16,2,2,1
70448,Westgate UCC,4074184,13,19,1,1,1
70448,Westgate UCC,4074213,10,14,1,1,0
70448,Westgate UCC,4074214,8,13,2,2,1
70448,Westgate UCC,4074215,11,17,3,3,1
70448,Westgate UCC,4074216,18,25,4,4,1
70448,Westgate UCC,4074217,23,29,4,4,1
70448,Westgate UCC,4074218,19,25,4,4,1
70448,Westgate UCC,4074219,21,25,3,3,2
70448,Westgate UCC,4074220,19,22,2,2,1
70448,Westgate UCC,4074221,13,17,1,1,1
70448,Westgate UCC,4074224,11,14,1,1,0
70448,Westgate UCC,4074225,11,14,1,1,1
70448,Westgate UCC,4074228,5,10,1,1,1
70448,Westgate UCC,4074231,6,8,1,1,0
70448,Westgate UCC,4074232,6,8,1,1,1
70448,Westgate UCC,4074234,6,9,1,1,0
70448,Westgate UCC,4074235,5,8,2,2,2
70448,Westgate UCC,4074236,8,13,1,1,0
70448,Westgate UCC,4074237,9,13,2,2,1
70448,Westgate UCC,4074238,16,18,2,2,1
70448,Westgate UCC,4074239,22,24,1,1,0
70448,Westgate UCC,4074240,17,21,3,3,1
70448,Westgate UCC,4074241,14,20,2,2,1
70448,Westgate UCC,4074242,17,25,1,1,1
70448,Westgate UCC,4074243,17,18,1,1,0
70448,Westgate UCC,4074244,17,18,1,1,1
70448,Westgate UCC,4074246,10,21,1,1,0
70448,Westgate UCC,4074247,10,22,2,2,1
70448,Westgate UCC,4074248,19,26,3,3,1
70448,Westgate UCC,4074249,30,34,3,3,1
70448,Westgate UCC,4074250,36,42,2,2,0
70448,Westgate UCC,4074251,36,42,2,2,1
70448,Westgate UCC,4074252,33,40,2,2,0
70448,Westgate UCC,4074253,33,40,2,2,0
70448,Westgate UCC,4074254,30,34,4,4,2
70448,Westgate UCC,4074255,32,36,4,4,0
70448,Westgate UCC,4074256,35,42,5,5,1
70448,Westgate UCC,4074257,46,53,5,5,0
70448,Westgate UCC,4074258,48,54,6,6,1
70448,Westgate UCC,4074259,51,59,5,5,2
70448,Westgate UCC,4074260,60,69,3,3,0
70448,Westgate UCC,4074261,60,69,3,3,1
70448,Westgate UCC,4074262,59,61,3,3,0
70448,Westgate UCC,4074263,59,61,3,3,0
70448,Westgate UCC,4074264,50,53,4,4,1
70448,Westgate UCC,4074265,40,47,4,4,1
70448,Westgate UCC,4074266,28,36,3,3,1
70448,Westgate UCC,4074267,23,32,2,2,2
70448,Westgate UCC,4074268,17,23,1,1,0
70448,Westgate UCC,4074269,17,23,1,1,0
70448,Westgate UCC,4074270,17,23,1,1,1
70448,Westgate UCC,4074272,18,19,1,1,0
70448,Westgate UCC,4074273,27,28,2,2,0
70448,Westgate UCC,4074274,28,30,3,3,1
70448,Westgate UCC,4074275,33,36,2,2,0
70448,Westgate UCC,4074276,33,36,2,2,1
70448,Westgate UCC,4074277,31,35,1,1,1
70448,Westgate UCC,4074280,7,17,1,1,0
70448,Westgate UCC,4074281,7,17,1,1,1
70448,Westgate UCC,4074282,4,6,1,1,0
70448,Westgate UCC,4074283,4,6,1,1,1
70448,Westgate UCC,4074314,5,8,1,1,1
70448,Westgate UCC,4074317,6,11,1,1,0
70448,Westgate UCC,4074318,6,11,1,1,1
70448,Westgate UCC,4074319,1,22,1,1,1
70448,Westgate UCC,4074320,23,25,1,1,0
70448,Westgate UCC,4074321,23,25,1,1,0
70448,Westgate UCC,4074322,18,29,2,2,1
70448,Westgate UCC,4074323,24,37,2,2,1
70448,Westgate UCC,4074324,17,27,2,2,1
70448,Westgate UCC,4074325,27,32,3,3,0
70448,Westgate UCC,4074326,27,32,3,3,2
70448,Westgate UCC,4074327,39,43,3,3,0
70448,Westgate UCC,4074328,36,40,4,4,1
70448,Westgate UCC,4074329,39,44,3,3,1
70448,Westgate UCC,4074330,47,51,2,2,0
70448,Westgate UCC,4074331,47,51,2,2,1
70448,Westgate UCC,4074332,50,53,2,2,0
70448,Westgate UCC,4074333,50,53,2,2,1
70448,Westgate UCC,4074334,36,37,1,1,0
70448,Westgate UCC,4074335,36,37,1,1,0
70448,Westgate UCC,4074336,23,24,2,2,1
70448,Westgate UCC,4074337,6,11,2,2,1
70448,Westgate UCC,4074338,6,15,2,2,1
70448,Westgate UCC,4074339,10,19,1,1,1
70448,Westgate UCC,4074340,31,34,2,2,0
70448,Westgate UCC,4074341,31,34,2,2,0
70448,Westgate UCC,4074342,26,41,3,3,0
70448,Westgate UCC,4074343,24,36,4,4,2
70448,Westgate UCC,4074344,16,38,2,2,1
70448,Westgate UCC,4074345,11,18,2,2,1
70448,Westgate UCC,4074346,5,16,1,1,1
70448,Westgate UCC,4074347,14,17,1,1,0
70448,Westgate UCC,4074348,18,22,2,2,1
70448,Westgate UCC,4074349,26,39,3,3,0
70448,Westgate UCC,4074350,22,40,4,4,0
70448,Westgate UCC,4074351,29,51,6,6,4
70448,Westgate UCC,4074352,48,60,4,4,0
70448,Westgate UCC,4074353,48,60,4,4,1
70448,Westgate UCC,4074354,51,64,3,3,1
70448,Westgate UCC,4074355,51,56,5,5,0
70448,Westgate UCC,4074356,51,56,5,5,0
70448,Westgate UCC,4074357,51,56,5,5,1
70448,Westgate UCC,4074358,52,56,4,4,1
70448,Westgate UCC,4074359,58,62,3,3,0
70448,Westgate UCC,4074360,58,62,3,3,3
70448,Westgate UCC,4074364,26,39,2,2,0
70448,Westgate UCC,4074365,28,43,4,4,1
70448,Westgate UCC,4074366,35,49,4,4,1
70448,Westgate UCC,4074367,43,51,4,4,0
70448,Westgate UCC,4074368,43,51,4,4,1
70448,Westgate UCC,4074369,46,49,3,3,0
70448,Westgate UCC,4074370,46,49,3,3,1
70448,Westgate UCC,4074371,45,49,2,2,1
70448,Westgate UCC,4074372,30,33,2,2,1
70448,Westgate UCC,4074373,17,20,2,2,1
70448,Westgate UCC,4074374,17,20,2,2,0
70448,Westgate UCC,4074375,17,20,2,2,1
70448,Westgate UCC,4074376,11,14,2,2,1
70448,Westgate UCC,4074377,9,11,1,1,1
70448,Westgate UCC,4074379,5,9,1,1,0
70448,Westgate UCC,4074380,7,10,2,2,1
70448,Westgate UCC,4074381,9,14,2,2,1
70448,Westgate UCC,4074382,10,16,1,1,1
70448,Westgate UCC,4074413,32,34,1,1,0
70448,Westgate UCC,4074414,21,25,2,2,0
70448,Westgate UCC,4074415,21,25,2,2,1
70448,Westgate UCC,4074416,17,21,3,3,1
70448,Westgate UCC,4074417,13,18,3,3,2
70448,Westgate UCC,4074418,17,31,3,3,0
70448,Westgate UCC,4074419,17,31,3,3,2
70448,Westgate UCC,4074420,16,20,2,2,1
70448,Westgate UCC,4074421,12,19,1,1,1
70448,Westgate UCC,4074422,16,26,1,1,0
70448,Westgate UCC,4074423,16,26,1,1,1
70448,Westgate UCC,4074425,19,25,1,1,0
70448,Westgate UCC,4074426,19,25,1,1,0
70448,Westgate UCC,4074427,21,25,2,2,1
70448,Westgate UCC,4074428,22,24,2,2,0
70448,Westgate UCC,4074429,23,30,4,4,1
70448,Westgate UCC,4074430,33,41,4,4,1
70448,Westgate UCC,4074431,54,63,4,4,1
70448,Westgate UCC,4074432,64,76,3,3,1
70448,Westgate UCC,4074433,63,70,3,3,0
70448,Westgate UCC,4074434,63,70,3,3,0
70448,Westgate UCC,4074435,49,55,5,5,1
70448,Westgate UCC,4074436,56,61,4,4,1
70448,Westgate UCC,4074437,40,46,4,4,1
70448,Westgate UCC,4074438,46,52,4,4,2
70448,Westgate UCC,4074439,60,66,3,3,0
70448,Westgate UCC,4074440,60,66,3,3,1
70448,Westgate UCC,4074441,70,74,3,3,0
70448,Westgate UCC,4074442,57,71,4,4,1
70448,Westgate UCC,4074443,42,57,3,3,0
70448,Westgate UCC,4074444,41,58,4,4,2
70448,Westgate UCC,4074445,47,60,2,2,0
70448,Westgate UCC,4074446,47,60,2,2,1
70448,Westgate UCC,4074447,44,58,2,2,0
70448,Westgate UCC,4074448,44,58,2,2,1
70448,Westgate UCC,4074449,42,43,2,2,0
70448,Westgate UCC,4074450,42,43,2,2,0
70448,Westgate UCC,4074451,39,41,3,3,0
70448,Westgate UCC,4074452,39,41,3,3,1
70448,Westgate UCC,4074453,33,35,2,2,1
70448,Westgate UCC,4074454,23,26,2,2,1
70448,Westgate UCC,4074455,16,20,2,2,0
70448,Westgate UCC,4074456,16,23,3,3,1
70448,Westgate UCC,4074457,17,28,2,2,2
70448,Westgate UCC,4074460,6,9,1,1,0
70448,Westgate UCC,4074461,6,9,1,1,1
70448,Westgate UCC,4074462,11,14,1,1,0
70448,Westgate UCC,4074463,11,14,1,1,1
70448,Westgate UCC,4074464,29,30,1,1,0
70448,Westgate UCC,4074465,29,30,1,1,0
70448,Westgate UCC,4074466,19,28,2,2,0
70448,Westgate UCC,4074467,19,28,2,2,2
70448,Westgate UCC,4074468,8,40,1,1,0
70448,Westgate UCC,4074469,22,39,2,2,1
70448,Westgate UCC,4074470,36,39,1,1,0
70448,Westgate UCC,4074471,28,31,2,2,0
70448,Westgate UCC,4074472,28,31,2,2,1
70448,Westgate UCC,4074473,20,23,1,1,1
70448,Westgate UCC,4074474,8,14,2,2,1
70448,Westgate UCC,4074475,16,19,1,1,1
70548,Lakewood UCC,4074013,7,10,1,1,0
70548,Lakewood UCC,4074014,4,9,3,3,2
70548,Lakewood UCC,4074015,6,15,3,3,1
70548,Lakewood UCC,4074016,7,18,2,2,2
70548,Lakewood UCC,4074017,12,18,2,2,0
70548,Lakewood UCC,4074018,10,17,3,3,1
70548,Lakewood UCC,4074019,13,19,3,3,2
70548,Lakewood UCC,4074020,24,28,3,3,0
70548,Lakewood UCC,4074021,24,28,3,3,1
70548,Lakewood UCC,4074022,27,31,2,2,1
70548,Lakewood UCC,4074023,15,22,2,2,1
70548,Lakewood UCC,4074024,1,11,1,1,1
70548,Lakewood UCC,4074025,4,11,1,1,1
70548,Lakewood UCC,4074027,5,16,1,1,1
70548,Lakewood UCC,4074028,19,24,1,1,0
70548,Lakewood UCC,4074029,19,24,1,1,0
70548,Lakewood UCC,4074030,19,24,1,1,1
70548,Lakewood UCC,4074031,11,18,1,1,0
70548,Lakewood UCC,4074032,8,14,2,2,1
70548,Lakewood UCC,4074033,8,18,4,4,3
70548,Lakewood UCC,4074034,28,30,3,3,0
70548,Lakewood UCC,4074035,28,30,3,3,0
70548,Lakewood UCC,4074036,25,28,4,4,1
70548,Lakewood UCC,4074037,20,27,4,4,1
70548,Lakewood UCC,4074038,18,27,3,3,3
70548,Lakewood UCC,4074039,6,18,1,1,0
70548,Lakewood UCC,4074040,3,21,2,2,2
70548,Lakewood UCC,4074044,10,15,1,1,0
70548,Lakewood UCC,4074045,5,11,2,2,2
70548,Lakewood UCC,4074046,9,15,2,2,0
70548,Lakewood UCC,4074047,12,22,3,3,2
70548,Lakewood UCC,4074048,17,38,1,1,0
70548,Lakewood UCC,4074049,9,23,2,2,2
70548,Lakewood UCC,4074050,6,10,1,1,1
70548,Lakewood UCC,4074051,9,13,1,1,0
70548,Lakewood UCC,4074052,15,20,3,3,1
70548,Lakewood UCC,4074053,21,27,3,3,1
70548,Lakewood UCC,4074054,24,33,4,4,0
70548,Lakewood UCC,4074055,23,35,5,5,1
70548,Lakewood UCC,4074056,23,36,5,5,3
70548,Lakewood UCC,4074057,22,39,2,2,1
70548,Lakewood UCC,4074058,18,30,2,2,0
70548,Lakewood UCC,4074059,13,27,4,4,3
70548,Lakewood UCC,4074060,17,22,2,2,1
70548,Lakewood UCC,4074061,18,31,2,2,0
70548,Lakewood UCC,4074062,18,31,2,2,2
70548,Lakewood UCC,4074064,15,23,2,2,0
70548,Lakewood UCC,4074065,15,23,2,2,2
70548,Lakewood UCC,4074067,9,14,1,1,0
70548,Lakewood UCC,4074068,6,12,2,2,2
70548,Lakewood UCC,4074069,10,11,1,1,0
70548,Lakewood UCC,4074070,10,11,1,1,1
70548,Lakewood UCC,4074079,3,7,1,1,1
70548,Lakewood UCC,4074112,13,21,1,1,0
70548,Lakewood UCC,4074113,16,20,3,3,0
70548,Lakewood UCC,4074114,20,30,5,5,2
70548,Lakewood UCC,4074115,25,36,4,4,1
70548,Lakewood UCC,4074116,23,37,5,5,1
70548,Lakewood UCC,4074117,23,40,4,4,1
70548,Lakewood UCC,4074118,19,29,5,5,3
70548,Lakewood UCC,4074119,27,33,3,3,1
70548,Lakewood UCC,4074120,33,36,3,3,0
70548,Lakewood UCC,4074121,34,39,5,5,1
70548,Lakewood UCC,4074122,37,41,4,4,0
70548,Lakewood UCC,4074123,37,41,4,4,1
70548,Lakewood UCC,4074124,41,46,3,3,2
70548,Lakewood UCC,4074125,21,27,4,4,1
70548,Lakewood UCC,4074126,22,27,5,5,1
70548,Lakewood UCC,4074127,23,29,4,4,2
70548,Lakewood UCC,4074128,31,35,2,2,0
70548,Lakewood UCC,4074129,31,35,2,2,2
70548,Lakewood UCC,4074131,6,9,1,1,1
70548,Lakewood UCC,4074134,1,15,1,1,1
70548,Lakewood UCC,4074135,4,9,1,1,1
70548,Lakewood UCC,4074136,17,24,3,3,1
70548,Lakewood UCC,4074137,23,31,2,2,0
70548,Lakewood UCC,4074138,23,31,2,2,1
70548,Lakewood UCC,4074139,18,32,2,2,0
70548,Lakewood UCC,4074140,18,32,2,2,2
70548,Lakewood UCC,4074141,10,12,1,1,0
70548,Lakewood UCC,4074142,10,12,1,1,1
70548,Lakewood UCC,4074143,5,8,1,1,1
70548,Lakewood UCC,4074144,6,7,1,1,1
70548,Lakewood UCC,4074148,2,16,1,1,1
70548,Lakewood UCC,4074153,3,9,1,1,1
70548,Lakewood UCC,4074157,5,10,1,1,1
70548,Lakewood UCC,4074158,1,10,1,1,0
70548,Lakewood UCC,4074159,5,12,3,3,1
70548,Lakewood UCC,4074160,6,20,3,3,2
70548,Lakewood UCC,4074161,10,21,3,3,1
70548,Lakewood UCC,4074162,13,15,2,2,1
70548,Lakewood UCC,4074163,15,17,1,1,1
70548,Lakewood UCC,4074164,7,9,1,1,1
70548,Lakewood UCC,4074167,4,8,2,2,2
70548,Lakewood UCC,4074168,3,4,1,1,1
70548,Lakewood UCC,4074169,7,11,1,1,1
70548,Lakewood UCC,4074174,1,7,1,1,1
70548,Lakewood UCC,4074178,5,6,1,1,1
70548,Lakewood UCC,4074179,4,11,1,1,0
70548,Lakewood UCC,4074180,5,9,2,2,1
70548,Lakewood UCC,4074181,6,8,1,1,1
70548,Lakewood UCC,4074212,19,25,1,1,0
70548,Lakewood UCC,4074213,19,25,1,1,0
70548,Lakewood UCC,4074214,19,25,1,1,1
70548,Lakewood UCC,4074215,6,9,1,1,0
70548,Lakewood UCC,4074216,7,9,2,2,1
70548,Lakewood UCC,4074217,4,10,2,2,2
70548,Lakewood UCC,4074219,1,30,1,1,0
70548,Lakewood UCC,4074220,1,30,1,1,1
70548,Lakewood UCC,4074223,0,11,1,1,1
70548,Lakewood UCC,4074224,2,7,1,1,0
70548,Lakewood UCC,4074225,5,8,2,2,1
70548,Lakewood UCC,4074226,7,8,2,2,2
70548,Lakewood UCC,4074229,0,9,1,1,1
70548,Lakewood UCC,4074233,5,11,1,1,1
70548,Lakewood UCC,4074235,2,11,2,2,2
70548,Lakewood UCC,4074243,9,9,1,1,1
70548,Lakewood UCC,4074244,2,38,1,1,1
70548,Lakewood UCC,4074248,6,9,1,1,0
70548,Lakewood UCC,4074249,3,8,2,2,2
70548,Lakewood UCC,4074250,4,8,1,1,1
70548,Lakewood UCC,4074251,8,12,2,2,0
70548,Lakewood UCC,4074252,8,12,2,2,2
70548,Lakewood UCC,4074253,2,10,1,1,0
70548,Lakewood UCC,4074254,2,10,1,1,1
70548,Lakewood UCC,4074255,7,10,2,2,1
70548,Lakewood UCC,4074256,9,26,3,3,1
70548,Lakewood UCC,4074257,13,26,2,2,1
70548,Lakewood UCC,4074258,15,39,1,1,1
70548,Lakewood UCC,4074260,4,7,1,1,0
70548,Lakewood UCC,4074261,3,10,2,2,2
70548,Lakewood UCC,4074262,6,8,1,1,0
70548,Lakewood UCC,4074263,4,13,2,2,2
70548,Lakewood UCC,4074264,7,20,1,1,1
70548,Lakewood UCC,4074267,14,19,1,1,0
70548,Lakewood UCC,4074268,11,26,3,2,0
70548,Lakewood UCC,4074269,11,26,3,2,3
70548,Lakewood UCC,4074278,3,0,1,0,0
70548,Lakewood UCC,4074279,1,13,2,1,2
70548,Lakewood UCC,4074280,2,13,1,1,1
70548,Lakewood UCC,4074283,2,6,1,1,0
70548,Lakewood UCC,4074284,2,6,1,1,1
70548,Lakewood UCC,4074312,19,37,1,1,0
70548,Lakewood UCC,4074313,23,48,4,4,0
70548,Lakewood UCC,4074314,23,48,4,4,3
70548,Lakewood UCC,4074315,36,54,3,3,1
70548,Lakewood UCC,4074316,51,58,2,2,0
70548,Lakewood UCC,4074317,48,53,4,4,0
70548,Lakewood UCC,4074318,39,56,5,5,1
70548,Lakewood UCC,4074319,38,58,5,5,1
70548,Lakewood UCC,4074320,46,55,4,4,1
70548,Lakewood UCC,4074321,45,55,3,3,1
70548,Lakewood UCC,4074322,35,55,3,3,1
70548,Lakewood UCC,4074323,51,63,2,2,2
70548,Lakewood UCC,4074324,28,42,1,1,0
70548,Lakewood UCC,4074325,40,49,2,2,0
70548,Lakewood UCC,4074326,31,46,3,3,1
70548,Lakewood UCC,4074327,38,50,3,3,1
70548,Lakewood UCC,4074328,37,41,3,3,0
70548,Lakewood UCC,4074329,36,41,4,4,1
70548,Lakewood UCC,4074330,45,50,3,3,0
70548,Lakewood UCC,4074331,35,45,4,4,2
70548,Lakewood UCC,4074332,34,40,4,4,1
70548,Lakewood UCC,4074333,30,36,3,3,1
70548,Lakewood UCC,4074334,28,34,2,2,1
70548,Lakewood UCC,4074335,28,35,1,1,1
70548,Lakewood UCC,4074340,7,11,1,1,1
70548,Lakewood UCC,4074341,1,7,1,1,1
70548,Lakewood UCC,4074342,33,41,1,1,0
70548,Lakewood UCC,4074343,33,41,1,1,0
70548,Lakewood UCC,4074344,33,41,1,1,0
70548,Lakewood UCC,4074345,33,41,1,1,1
70548,Lakewood UCC,4074346,22,36,2,2,0
70548,Lakewood UCC,4074347,19,45,3,3,0
70548,Lakewood UCC,4074348,19,45,3,3,2
70548,Lakewood UCC,4074349,38,43,2,2,1
70548,Lakewood UCC,4074350,27,47,2,2,0
70548,Lakewood UCC,4074351,27,47,2,2,1
70548,Lakewood UCC,4074352,47,51,1,1,0
70548,Lakewood UCC,4074353,47,51,1,1,0
70548,Lakewood UCC,4074354,44,58,2,2,1
70548,Lakewood UCC,4074355,34,49,2,2,0
70548,Lakewood UCC,4074356,26,45,3,3,0
70548,Lakewood UCC,4074357,26,45,3,3,1
70548,Lakewood UCC,4074358,32,44,3,3,2
70548,Lakewood UCC,4074359,17,36,2,2,1
70548,Lakewood UCC,4074360,29,33,1,1,0
70548,Lakewood UCC,4074361,29,33,1,1,1
70548,Lakewood UCC,4074363,11,16,1,1,0
70548,Lakewood UCC,4074364,7,40,2,2,1
70548,Lakewood UCC,4074365,3,64,1,1,1
70548,Lakewood UCC,4074369,14,16,1,1,0
70548,Lakewood UCC,4074370,14,16,1,1,1
70548,Lakewood UCC,4074375,5,7,1,1,0
70548,Lakewood UCC,4074376,5,7,1,1,1
70548,Lakewood UCC,4074380,4,5,1,1,1
70548,Lakewood UCC,4074384,2,9,1,1,1
70548,Lakewood UCC,4074412,27,29,1,1,0
70548,Lakewood UCC,4074413,24,25,3,3,0
70548,Lakewood UCC,4074414,24,25,3,3,0
70548,Lakewood UCC,4074415,19,24,4,4,2
70548,Lakewood UCC,4074416,17,22,4,4,2
70548,Lakewood UCC,4074417,20,22,3,3,0
70548,Lakewood UCC,4074418,29,35,7,7,3
70548,Lakewood UCC,4074419,40,42,4,4,1
70548,Lakewood UCC,4074420,46,48,3,3,0
70548,Lakewood UCC,4074421,46,48,3,3,0
70548,Lakewood UCC,4074422,39,43,5,5,1
70548,Lakewood UCC,4074423,38,43,5,5,3
70548,Lakewood UCC,4074424,41,43,2,2,0
70548,Lakewood UCC,4074425,36,38,4,4,0
70548,Lakewood UCC,4074426,43,45,7,7,0
70548,Lakewood UCC,4074427,43,45,7,7,2
70548,Lakewood UCC,4074428,45,47,6,6,2
70548,Lakewood UCC,4074429,52,53,5,5,0
70548,Lakewood UCC,4074430,52,53,5,5,1
70548,Lakewood UCC,4074431,55,56,4,4,0
70548,Lakewood UCC,4074432,54,55,5,5,2
70548,Lakewood UCC,4074433,51,51,3,3,1
70548,Lakewood UCC,4074434,40,42,4,4,1
70548,Lakewood UCC,4074435,37,39,4,4,0
70548,Lakewood UCC,4074436,31,33,5,5,1
70548,Lakewood UCC,4074437,29,33,5,5,1
70548,Lakewood UCC,4074438,35,38,5,5,2
70548,Lakewood UCC,4074439,29,34,4,4,2
70548,Lakewood UCC,4074440,34,35,3,3,0
70548,Lakewood UCC,4074441,34,35,3,3,1
70548,Lakewood UCC,4074442,29,31,3,3,1
70548,Lakewood UCC,4074443,28,29,3,3,1
70548,Lakewood UCC,4074444,26,27,2,2,1
70548,Lakewood UCC,4074445,30,34,2,2,0
70548,Lakewood UCC,4074446,30,34,2,2,1
70548,Lakewood UCC,4074447,28,37,1,1,1
70548,Lakewood UCC,4074451,6,7,1,1,1
70548,Lakewood UCC,4074452,6,7,1,1,0
70548,Lakewood UCC,4074453,11,16,3,3,2
70548,Lakewood UCC,4074454,29,29,1,1,0
70548,Lakewood UCC,4074455,23,26,2,2,0
70548,Lakewood UCC,4074456,19,21,3,3,1
70548,Lakewood UCC,4074457,15,18,2,2,2
70548,Lakewood UCC,4074458,4,7,2,2,1
